Site Name,Current WAN1,Future WAN1,WAN1 Change,Current WAN2,Future WAN2,WAN2 Change,Fix Type
TXM 01,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXM 02,nAltice n (500.0M x 50.0M),Altice (500.0M x 50.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXM 03,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nAltice n (300.0M x 30.0M),Altice (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXN 01,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXO 01,nAT&T Broadband II n (1000.0M x 200.0M),AT&T Broadband II (1000.0M x 200.0M),✓ CHANGED,nEB2-CableOne Cable n (300.0M x 30.0M),EB2-CableOne Cable (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXO 02,nCable One n (300.0M x 50.0M),Cable One (300.0M x 50.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 02,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 05,nSpectrum n (1000.0M x 50.0M),Spectrum (1000.0M x 50.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 06,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 07,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 08,nSpectrum n (940.0M x 35.0M),Spectrum (940.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 09,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 11,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 12,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 13,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 14,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 15,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 16,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 17,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 18,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nEB2-Windstream Fiber n (500.0M x 500.0M),EB2-Windstream Fiber (500.0M x 500.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 19,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 20,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 21,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 22,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 23,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nGVTC Communications n (250.0M x 250.0M),GVTC Communications (250.0M x 250.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 24,nDSR AT&T n (1000.0M x 1000.0M),DSR AT&T (1000.0M x 1000.0M),✓ CHANGED,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 25,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 26,nGVTC Communications n (500.0M x 250.0M),GVTC Communications (500.0M x 250.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXS 28,nAT&T Broadband II n (500.0M x 100.0M),AT&T Broadband II (500.0M x 100.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXW 01,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,nAltice n (500.0M x 50.0M),Altice (500.0M x 50.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXW 02,nAltice n (500.0M x 50.0M),Altice (500.0M x 50.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXW 03,nOptimum n (500.0M x 50.0M),Optimum (500.0M x 50.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXW 04,nAltice n (500.0M x 50.0M),Altice (500.0M x 50.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXW 05,nAltice n (500.0M x 50.0M),Altice (500.0M x 50.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXW 06,nOptimum n (500.0M x 50.0M),Optimum (500.0M x 50.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXW 07,nAltice West n (500.0M x 50.0M),Altice West (500.0M x 50.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXW 08,nHarris Broadband n (500.0M x 20.0M),Harris Broadband (500.0M x 20.0M),✓ CHANGED,nUnite Private Networks n (300.0M x 300.0M),Unite Private Networks (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
TXW 09,nAltice n (500.0M x 50.0M),Altice (500.0M x 50.0M),✓ CHANGED,nVexus n (100.0M x 100.0M),Vexus (100.0M x 100.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 01,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 02,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 03,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nEB2-Lumen DSL n (140.0M x 20.0M),EB2-Lumen DSL (140.0M x 20.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 04,nComcast Workplace n (300.0M x 25.0M),Comcast Workplace (300.0M x 25.0M),✓ CHANGED,nEB2-Lumen DSL n (100.0M x 10.0M),EB2-Lumen DSL (100.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 05,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nCentracom n (500.0M x 500.0M),Centracom (500.0M x 500.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 06,nComcast Workplace n (300.0M x 25.0M),Comcast Workplace (300.0M x 25.0M),✓ CHANGED,nEB2-Centurylink DSL n (80.0M x 10.0M),EB2-Centurylink DSL (80.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 07,nComcast n (300.0M x 35.0M),Comcast (300.0M x 35.0M),✓ CHANGED,nDSR Lumen DSL n (80.0M x 10.0M),DSR Lumen DSL (80.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 09,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nEB2-Centurylink DSL n (100.0M x 10.0M),EB2-Centurylink DSL (100.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 11,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nCentracom n (300.0M x 30.0M),Centracom (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 13,nComcast n (),Comcast (),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 14,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nFirst Digital nCell (),First Digital (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 15,nComcast n (600.0M x 35.0M),Comcast (600.0M x 35.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 16,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nDSR CLink n (100.0M x 10.0M),DSR CLink (100.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 17,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nVerizon Business (),Verizon Business (),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 18,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nEB2-Centurylink DSL n (100.0M x 10.0M),EB2-Centurylink DSL (100.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 19,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 20,nComcast Workplace n (300.0M x 25.0M),Comcast Workplace (300.0M x 25.0M),✓ CHANGED,nFirst Digital nCell (),First Digital (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 21,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nVerizon Business (),Verizon Business (),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 22,nCentracom n (500.0M x 500.0M),Centracom (500.0M x 500.0M),✓ CHANGED,nCenturyLink n (60.0M x 5.0M),CenturyLink (60.0M x 5.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 23,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 24,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nSpanish Fork Community Network n (1000.0M x 1000.0M),Spanish Fork Community Network (1000.0M x 1000.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS 25,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nCentracom n (100.0M x 40.0M),Centracom (100.0M x 40.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
UTS W01,nComcast n (600.0M x 35.0M),Comcast (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAB 01,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nVerizon Business (),Verizon Business (),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAB 02,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAB 03,nVerizon FIOS n (500.0M x 500.0M),Verizon FIOS (500.0M x 500.0M),✓ CHANGED,nDSR Cox Cable n (300.0M x 30.0M),DSR Cox Cable (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAB 04,nVerizon FIOS n (500.0M x 500.0M),Verizon FIOS (500.0M x 500.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAB 05,nCox Communications n (300.0M x 30.0M),Cox Communications (300.0M x 30.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAB 06,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nEB2-Verizon Fiber n (300.0M x 300.0M),EB2-Verizon Fiber (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAB 07,nVerizon FIOS n (500.0M x 500.0M),Verizon FIOS (500.0M x 500.0M),✓ CHANGED,nCox Business BOI n (300.0M x 50.0M),Cox Business BOI (300.0M x 50.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAB 08,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAB 09,nCox Business BOI n (300.0M x 30.0M),Cox Business BOI (300.0M x 30.0M),✓ CHANGED,nAccelerated (),Accelerated (),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAF 01 - appliance,nComcast n (250.0M x 25.0M),Comcast (250.0M x 25.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAR_00,nComcast n (600.0M x 35.0M),Comcast (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAR 01,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAR 02,nComcast Workplace n (200.0M x 20.0M),Comcast Workplace (200.0M x 20.0M),✓ CHANGED,nVZ Gateway IMEI 356405432149137 (),VZ Gateway IMEI 356405432149137 (),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAR 04,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAR 05,nEB2-Verizon Fiber n (500.0M x 500.0M),EB2-Verizon Fiber (500.0M x 500.0M),✓ CHANGED,nComcast Workplace n (500.0M x 30.0M),Comcast Workplace (500.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAR 06,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nAccelerated (),Accelerated (),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAT 01,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nPoint Broadband n (300.0M x 300.0M),Point Broadband (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
VAW 01,nLumos Networks n (500.0M x 500.0M),Lumos Networks (500.0M x 500.0M),✓ CHANGED,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
VISION_Store0,nCox Communications n (),Cox Communications (),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
VISION_Test_Lab_MinesW,nSW03 relocated to the Vison test lab n (),SW03 relocated to the Vison test lab (),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAE 01,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nVerizon Business (),Verizon Business (),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAE 02,nComcast n (300.0M x 300.0M),Comcast (300.0M x 300.0M),✓ CHANGED,nVerizon Business (),Verizon Business (),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAE 03,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nPocketinet Communications n (100.0M x 100.0M),Pocketinet Communications (100.0M x 100.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAE 04,nEB2-Ziply Fiber n (500.0M x 500.0M),EB2-Ziply Fiber (500.0M x 500.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 01,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nEB2-Ziply Fiber n (1000.0M x 1000.0M),EB2-Ziply Fiber (1000.0M x 1000.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 02,nComcast Workplace n (250.0M x 25.0M),Comcast Workplace (250.0M x 25.0M),✓ CHANGED,nAccelerated (),Accelerated (),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 03,nComcast n (),Comcast (),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 04,nCenturyLink n (500.0M x 500.0M),CenturyLink (500.0M x 500.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 05,nVZW Cell nCell n (),VZW Cell (Cell),✓ CHANGED,n- Accelerated AT&T (),- Accelerated AT&T (),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 06,nCenturyLink n (500.0M x 500.0M),CenturyLink (500.0M x 500.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 08,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 09,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 11,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 12,Starlink (Satellite),Starlink (Satellite),,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix
WAS 13,nComcast Workplace n (750.0M x 35.0M),Comcast Workplace (750.0M x 35.0M),✓ CHANGED,nAstound n (300.0M x 300.0M),Astound (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 14,nComcast n (300.0M x 30.0M),Comcast (300.0M x 30.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 15,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,STARLINK Connection (),STARLINK Connection (),,Provider Name Fix
WAS 17,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nEB2-Ziply Fiber | NAM Fiber | n (500.0M x 500.0M),EB2-Ziply Fiber | NAM Fiber | (500.0M x 500.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 18,nLocalTel n (1000.0M x 1000.0M),LocalTel (1000.0M x 1000.0M),✓ CHANGED,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 19,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,nEB2-Centurylink DSL n (100.0M x 10.0M),EB2-Centurylink DSL (100.0M x 10.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 20,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 21,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 22,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 23,nComcastAgg CLink n (10.0M x 1.0M),ComcastAgg CLink (10.0M x 1.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 24,nComcast n (),Comcast (),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 26,nComcast Workplace n (300.0M x 25.0M),Comcast Workplace (300.0M x 25.0M),✓ CHANGED,nEB2-Ziply Fiber n (500.0M x 500.0M),EB2-Ziply Fiber (500.0M x 500.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 27,nComcast Workplace n (500.0M x 30.0M),Comcast Workplace (500.0M x 30.0M),✓ CHANGED,nCenturyLink n (10.0M x 2.0M),CenturyLink (10.0M x 2.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS 28,nAstound n (300.0M x 300.0M),Astound (300.0M x 300.0M),✓ CHANGED,nComcast Workplace n (300.0M x 30.0M),Comcast Workplace (300.0M x 30.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAS W00,nComcast n (200.0M x 20.0M),Comcast (200.0M x 20.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAV 01,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAV 02,nComcast Workplace n (600.0M x 35.0M),Comcast Workplace (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WAY 01,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nVZW Cell nCell (),VZW Cell (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WIA 01,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
WIG 01,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WIM 01,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,\nAccelerated (Cell),Accelerated (Cell),✓ CHANGED,Provider Name Fix
WIM 02,nSpectrum n (750.0M x 35.0M),Spectrum (750.0M x 35.0M),✓ CHANGED,nAT&T Broadband II n (300.0M x 300.0M),AT&T Broadband II (300.0M x 300.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
WIM 03,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WIM 04,nSpectrum n (600.0M x 35.0M),Spectrum (600.0M x 35.0M),✓ CHANGED,nDigi nCell (),Digi (Cell),✓ CHANGED,Provider Name Fix + Provider Name Fix
WIM 05,nAT&T Broadband II n (1000.0M x 1000.0M),AT&T Broadband II (1000.0M x 1000.0M),✓ CHANGED,nUnknown (),Unknown (),✓ CHANGED,Provider Name Fix + Provider Name Fix
WIM 06,nAT&T Broadband II n (1000.0M x 200.0M),AT&T Broadband II (1000.0M x 200.0M),✓ CHANGED,nSpectrum n (1000.0M x 35.0M),Spectrum (1000.0M x 35.0M),✓ CHANGED,Provider Name Fix + Provider Name Fix
