site_name,site_id,circuit_purpose,dsr_provider,dsr_speed,dsr_cost,dsr_ip,meraki_wan1_provider,wan1_ip,wan1_arin_provider,meraki_wan2_provider,wan2_ip,wan2_arin_provider,current_match,normalized_dsr_provider,normalized_wan1_arin,normalized_wan2_arin,wan1_arin_matches_dsr,wan2_arin_matches_dsr
OHN 02,OHN 02 -B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,70.167.90.168,AT&T Broadband II,107.211.81.177,AT&T,Cox Business/BOI,70.183.185.143,Cox Communications,WAN2,cox,at&t,cox,No,Yes
OHN 03,OHN 03,Primary,Spectrum,600.0M x 35.0M,244.45,67.53.174.202,Spectrum,67.53.174.202,Charter Communications,AT&T Cell,192.168.2.223,Private IP,WAN1,spectrum,spectrum,private,Yes,No
OHN 04,OHN 04,Primary,Windstream,400.0M x 400.0M,99.99,64.24.227.230,Spectrum,98.123.212.98,Charter Communications,Windstream,64.24.227.230,Windstream Communications LLC,WAN2,windstream,spectrum,windstream,No,Yes
OHN 04,OHN 04 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,98.123.212.98,Spectrum,98.123.212.98,Charter Communications,Windstream,64.24.227.230,Windstream Communications LLC,WAN1,spectrum,spectrum,windstream,Yes,No
OHN 05,OHN 05,Primary,Spectrum,600.0M x 35.0M,244.45,74.143.158.26,Spectrum,74.143.158.26,Charter Communications,AT&T Broadband II,108.227.38.249,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
OHN 05,OHN 05 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.227.38.249,Spectrum,74.143.158.26,Charter Communications,AT&T Broadband II,108.227.38.249,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
OHN 06,OHN 06,Primary,Armstrong Cable,300.0M x 300.0M,134.95,24.101.188.52,Armstrong Cable,24.101.188.52,Charter Communications,VZW Cell,192.168.0.151,Private IP,WAN1,armstrong,spectrum,private,No,No
OHS 01,OHS 01,Primary,Spectrum,600.0M x 35.0M,244.45,70.62.144.78,Spectrum,70.62.144.78,Charter Communications,VZW Cell,192.168.0.151,Private IP,WAN1,spectrum,spectrum,private,Yes,No
OHS 02,OHS 02,Primary,Spectrum,600.0M x 35.0M,244.45,24.142.129.2,Altafiber,74.83.131.130,Altafiber,Spectrum,24.142.129.2,NCS,WAN2,spectrum,altafiber,ncs,No,No
OHS 02,OHS 02- B,Secondary,Altafiber,600.0M x 300.0M,64.99,74.83.131.130,Altafiber,74.83.131.130,Altafiber,Spectrum,24.142.129.2,NCS,WAN1,altafiber,altafiber,ncs,Yes,No
OHS 03,OHS 03,Primary,Spectrum,600.0M x 35.0M,244.45,71.67.62.174,Spectrum,71.67.62.174,Charter Communications,Altafiber,74.83.148.94,Altafiber,WAN1,spectrum,spectrum,altafiber,Yes,No
OHS 03,OHS 03 -B,Secondary,Altafiber,400.0M x 200.0M,69.99,74.83.148.94,Spectrum,71.67.62.174,Charter Communications,Altafiber,74.83.148.94,Altafiber,WAN2,altafiber,spectrum,altafiber,No,Yes
OHS 04,OHS 04,Primary,Spectrum,600.0M x 35.0M,244.45,71.67.64.2,Spectrum,71.67.64.2,Charter Communications,Altafiber,69.61.230.46,Altafiber,WAN1,spectrum,spectrum,altafiber,Yes,No
OHS 04,OHS 04 -B,Secondary,Altafiber,400.0M x 200.0M,69.99,69.61.230.46,Spectrum,71.67.64.2,Charter Communications,Altafiber,69.61.230.46,Altafiber,WAN2,altafiber,spectrum,altafiber,No,Yes
OHS 05,OHS 05,Primary,Spectrum,600.0M x 35.0M,244.45,71.67.57.246,Spectrum,71.67.57.246,Charter Communications,Altafiber,69.61.230.82,Fuse Internet Access,WAN1,spectrum,spectrum,fuse,Yes,No
OHS 05,OHS 05 -B,Secondary,Altafiber,400.0M x 200.0M,69.99,69.61.230.82,Spectrum,71.67.57.246,Charter Communications,Altafiber,69.61.230.82,Fuse Internet Access,WAN2,altafiber,spectrum,fuse,No,No
OHT 01,OHT 01,Primary,AT&T Broadband II,300.0M x 300.0M,105.01,75.61.152.97,AT&T Broadband II,75.61.152.97,AT&T,Buckeye Broadband Business,24.53.132.23,"Buckeye Cablevision,",WAN1,at&t,at&t,buckeye,Yes,No
OHT 01,OHT 01- B,Secondary,Buckeye Broadband Business,400.0M x 400.0M,157.99,24.53.132.23,AT&T Broadband II,75.61.152.97,AT&T,Buckeye Broadband Business,24.53.132.23,"Buckeye Cablevision,",WAN2,buckeye,at&t,buckeye,No,Yes
OHT 02,OHT 02,Primary,Spectrum,600.0M x 35.0M,172.23,98.123.12.250,Spectrum,98.123.12.250,Charter Communications,AT&T Broadband II,104.181.58.33,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
OHT 02,OHT 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.181.58.33,Spectrum,98.123.12.250,Charter Communications,AT&T Broadband II,104.181.58.33,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
OKA 01,OKA 01,Primary,SparkLight,300.0M x 30.0M,224.99,159.118.225.250,AT&T Broadband II,159.118.225.250,"Cable One, Inc.",AT&T Broadband II,104.7.187.169,AT&T,No Match,sparklight,cable,at&t,No,No
OKA 01,OKA 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.7.187.169,AT&T Broadband II,159.118.225.250,"Cable One, Inc.",AT&T Broadband II,104.7.187.169,AT&T,WAN1,at&t,cable,at&t,No,Yes
OKE 01,OKE 01,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,69.227.69.201,AT&T Broadband II,69.227.69.201,AT&T,Digi,192.168.2.107,Private IP,WAN1,at&t,at&t,private,Yes,No
OKO 02,OKO 02,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.174.180.151,Cox Business/BOI,98.174.180.151,Cox Communications,AT&T Broadband II,69.227.64.57,AT&T,WAN1,cox,cox,at&t,Yes,No
OKO 02,OKO 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,69.227.64.57,Cox Business/BOI,98.174.180.151,Cox Communications,AT&T Broadband II,69.227.64.57,AT&T,WAN2,at&t,cox,at&t,No,Yes
OKO 03,OKO 03,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.248.169.51,Cox Business/BOI,24.248.169.51,Cox Communications,AT&T Broadband II,104.186.196.57,AT&T,WAN1,cox,cox,at&t,Yes,No
OKO 03,OKO 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.186.196.57,Cox Business/BOI,24.248.169.51,Cox Communications,AT&T Broadband II,104.186.196.57,AT&T,WAN2,at&t,cox,at&t,No,Yes
OKO 04,OKO 04,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.99.64.218,AT&T Broadband II,104.7.184.153,AT&T,Cox Business/BOI,68.99.64.218,Cox Communications,WAN2,cox,at&t,cox,No,Yes
OKO 04,OKO 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.7.184.153,AT&T Broadband II,104.7.184.153,AT&T,Cox Business/BOI,68.99.64.218,Cox Communications,WAN1,at&t,at&t,cox,Yes,No
OKO 05,OKO 05,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.198.170.125,Cox Business/BOI,72.198.170.125,Cox Communications,AT&T Broadband II,104.186.198.209,AT&T,WAN1,cox,cox,at&t,Yes,No
OKO 05,OKO 05 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.186.198.209,Cox Business/BOI,72.198.170.125,Cox Communications,AT&T Broadband II,104.186.198.209,AT&T,WAN2,at&t,cox,at&t,No,Yes
OKO 06,OKO 06,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.200.243.6,AT&T Broadband II,99.90.246.217,AT&T,Cox Business/BOI,72.200.243.6,Cox Communications,WAN2,cox,at&t,cox,No,Yes
OKO 06,OKO 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.90.246.217,AT&T Broadband II,99.90.246.217,AT&T,Cox Business/BOI,72.200.243.6,Cox Communications,WAN1,at&t,at&t,cox,Yes,No
OKO 07,OKO 07,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,23.112.171.153,AT&T Broadband II,23.112.171.153,AT&T,Cox Business/BOI,184.186.199.43,Cox Communications,WAN1,at&t,at&t,cox,Yes,No
OKO 07,OKO 07 -B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,184.186.199.43,AT&T Broadband II,23.112.171.153,AT&T,Cox Business/BOI,184.186.199.43,Cox Communications,WAN2,cox,at&t,cox,No,Yes
OKO 08,OKO 08,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,72.204.204.142,Cox Business/BOI,72.204.204.142,Cox Communications,AT&T Broadband II,104.54.24.185,AT&T,WAN1,cox,cox,at&t,Yes,No
OKO 08,OKO 08 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.54.24.185,Cox Business/BOI,72.204.204.142,Cox Communications,AT&T Broadband II,104.54.24.185,AT&T,WAN2,at&t,cox,at&t,No,Yes
OKO 09,OKO 09,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.186.193.250,Cox Business/BOI,184.186.193.250,Cox Communications,AT&T Broadband II,99.62.40.89,AT&T,WAN1,cox,cox,at&t,Yes,No
OKO 09,OKO 09 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.62.40.89,Cox Business/BOI,184.186.193.250,Cox Communications,AT&T Broadband II,99.62.40.89,AT&T,WAN2,at&t,cox,at&t,No,Yes
OKO 10,OKO 10,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.179.49.45,Cox Business/BOI,98.179.49.45,Cox Communications,AT&T Broadband II,104.186.198.89,AT&T,WAN1,cox,cox,at&t,Yes,No
OKO 10,OKO 10 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.186.198.89,Cox Business/BOI,98.179.49.45,Cox Communications,AT&T Broadband II,104.186.198.89,AT&T,WAN2,at&t,cox,at&t,No,Yes
OKO 11,OKO 11,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.109.210.125,Cox Business/BOI,68.109.210.125,Cox Communications,AT&T Broadband II,107.129.159.153,AT&T,WAN1,cox,cox,at&t,Yes,No
OKO 11,OKO 11- B,Secondary,AT&T Broadband II,1000.0M x 200.0M,165.00,107.129.159.153,Cox Business/BOI,68.109.210.125,Cox Communications,AT&T Broadband II,107.129.159.153,AT&T,WAN2,at&t,cox,at&t,No,Yes
OKO 12,OKO 12,Primary,AT&T Broadband II,300.0M x 75.0M,105.01,45.26.241.57,BluePeak Communications ,143.109.149.115,Clarity Telecom LLC,AT&T Broadband II,45.26.241.57,AT&T,WAN2,at&t,clarity,at&t,No,Yes
OKO 12,OKO 12 -B,Secondary,BluePeak Communications ,1000.0M x 1000.0M,100.00,143.109.149.115,BluePeak Communications ,143.109.149.115,Clarity Telecom LLC,AT&T Broadband II,45.26.241.57,AT&T,WAN1,bluepeak,clarity,at&t,No,No
OKO 13,OKO 13,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,24.249.100.154,AT&T Broadband II,104.7.190.9,AT&T,Cox Business/BOI,24.249.100.154,Cox Communications,WAN2,cox,at&t,cox,No,Yes
OKO 13,OKO 13 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.7.190.9,AT&T Broadband II,104.7.190.9,AT&T,Cox Business/BOI,24.249.100.154,Cox Communications,WAN1,at&t,at&t,cox,Yes,No
OKO 14,OKO 14,Primary,Vyve,500.0M x 50.0M,199.95,24.112.100.163,AT&T Broadband II,104.7.191.249,AT&T,Vyve,24.112.100.163,Vyve Broadband,WAN2,vyve,at&t,vyve,No,Yes
OKO 14,OKO 14 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.7.191.249,AT&T Broadband II,104.7.191.249,AT&T,Vyve,24.112.100.163,Vyve Broadband,WAN1,at&t,at&t,vyve,Yes,No
OKO 15,OKO 15,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.1.124.193,AT&T Broadband II,104.1.124.193,AT&T,Cox Business/BOI,68.225.4.83,Cox Communications,WAN1,at&t,at&t,cox,Yes,No
OKO 15,OKO 15 -B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,68.225.4.83,AT&T Broadband II,104.1.124.193,AT&T,Cox Business/BOI,68.225.4.83,Cox Communications,WAN2,cox,at&t,cox,No,Yes
OKT 01,OKT 01,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.228.127.108,Cox Business/BOI,68.228.127.108,Cox Communications,EB2-Windstream Fiber,40.135.93.254,Windstream Communications,WAN1,cox,cox,windstream,Yes,No
OKT 01,OKT 01 -B,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,209.00,40.135.93.254,Cox Business/BOI,68.228.127.108,Cox Communications,EB2-Windstream Fiber,40.135.93.254,Windstream Communications,WAN2,windstream,cox,windstream,No,Yes
OKT 02,OKT 02,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,174.78.187.86,AT&T Broadband II,99.148.52.201,AT&T,Cox Business/BOI,174.78.187.86,Cox Communications,WAN2,cox,at&t,cox,No,Yes
OKT 02,OKT 02 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.148.52.201,AT&T Broadband II,99.148.52.201,AT&T,Cox Business/BOI,174.78.187.86,Cox Communications,WAN1,at&t,at&t,cox,Yes,No
OKT 03,OKT 03,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,70.164.58.119,AT&T Broadband II,104.180.55.97,AT&T,Cox Business/BOI,70.164.58.119,Cox Communications,WAN2,cox,at&t,cox,No,Yes
OKT 03,OKT 03 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.180.55.97,AT&T Broadband II,104.180.55.97,AT&T,Cox Business/BOI,70.164.58.119,Cox Communications,WAN1,at&t,at&t,cox,Yes,No
OKT 05,OKT 05,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.184.114.134,Cox Business/BOI,98.184.114.134,Cox Communications,BTC Broadband,67.217.144.161,BTC Broadband,WAN1,cox,cox,btc,Yes,No
OKT 05,OKT 05- B,Secondary,BTC Broadband,300.0M x 50.0M,134.10,67.217.144.161,Cox Business/BOI,98.184.114.134,Cox Communications,BTC Broadband,67.217.144.161,BTC Broadband,WAN2,btc,cox,btc,No,Yes
OKT 06,OKT 06,Primary,Cox Business/BOI ,300.0M x 30.0M,266.67,174.77.124.141,Cox Business/BOI ,174.77.124.141,Cox Communications,BTC Broadband,67.217.144.242,BTC Broadband Inc.,WAN1,cox,cox,btc,Yes,No
OKT 06,OKT 06- B,Secondary,BTC Broadband,300.0M x 50.0M,134.10,67.217.144.242,Cox Business/BOI ,174.77.124.141,Cox Communications,BTC Broadband,67.217.144.242,BTC Broadband Inc.,WAN2,btc,cox,btc,No,Yes
OKT 07,OKT 07,Primary,AT&T Broadband II,500.0M x 100.0M,215.02,99.148.54.209,AT&T Broadband II,99.148.54.209,AT&T,Digi,192.168.2.219,Private IP,WAN1,at&t,at&t,private,Yes,No
OKT 08,OKT 08,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.175.15.27,Cox Business/BOI,184.178.158.33,Cox Communications,EB2-Windstream Fiber,192.168.254.64,Private IP,WAN1,cox,cox,private,Yes,No
OKT 08,OKT 08 -B,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,209.00,40.135.93.182,Cox Business/BOI,184.178.158.33,Cox Communications,EB2-Windstream Fiber,192.168.254.64,Private IP,WAN2,windstream,cox,private,No,No
ORM 01,ORM 01,Primary,Spectrum,600.0M x 35.0M,244.45,97.90.122.186,Spectrum,97.90.122.186,Charter Communications,Hunter Communications,69.9.151.192,HUNTER COMMUNICATIONS,WAN1,spectrum,spectrum,hunter,Yes,No
ORM 01,ORM 01- B,Secondary,Hunter Communications,300.0M x 100.0M,250.00,69.9.151.192,Spectrum,97.90.122.186,Charter Communications,Hunter Communications,69.9.151.192,HUNTER COMMUNICATIONS,WAN2,hunter,spectrum,hunter,No,Yes
ORM 02,ORM 02,Primary,Spectrum,600.0M x 35.0M,172.23,68.185.58.190,Spectrum,68.185.58.190,Charter Communications,Hunter Communications,162.247.42.4,HUNTER COMMUNICATIONS,WAN1,spectrum,spectrum,hunter,Yes,No
ORM 02,ORM 02- B,Secondary,Hunter Communications,300.0M x 100.0M,175.00,162.247.42.4,Spectrum,68.185.58.190,Charter Communications,Hunter Communications,162.247.42.4,HUNTER COMMUNICATIONS,WAN2,hunter,spectrum,hunter,No,Yes
ORP 02,ORP 02,Primary,Comcast Workplace,250.0M x 25.0M,186.18,96.71.186.1,Comcast Workplace,96.71.186.1,Comcast,AT&T Cell,192.168.2.112,Private IP,WAN1,comcast,comcast,private,Yes,No
ORP 04,ORP 04,Primary,Comcast Workplace,600.0M x 35.0M,234.45,96.79.127.209,Comcast Workplace,96.79.127.209,Comcast,Digi,192.168.2.242,Private IP,WAN1,comcast,comcast,private,Yes,No
ORP 07,ORP 07,Primary,Ziply Fiber,1000.0M x 1000.0M,120.00,192.183.197.170,Ziply Fiber,192.183.197.170,Ziply Fiber,Accerated AT&T,192.168.2.105,Private IP,WAN1,ziply,ziply,private,Yes,No
ORP 08,ORP 08,Primary,TDS Telecom,300.0M x 30.0M,169.95,69.130.234.114,TDS Telecom,69.130.234.114,Comcast,VZW Cell,107.84.130.58,AT&T,WAN1,tds,comcast,at&t,No,No
ORP 09,ORP 09,Primary,Comcast Workplace,250.0M x 25.0M,186.18,173.11.1.77,Comcast Workplace,173.11.1.77,Comcast,VZW Cell,192.168.0.151,Private IP,WAN1,comcast,comcast,private,Yes,No
ORP 10,ORP 10,Primary,Comcast Workplace,300.0M x 30.0M,175.56,96.76.121.5,HiLight Internet,38.100.219.222,"PSINet,",Comcast Workplace,96.76.121.5,Comcast,WAN2,comcast,"psinet,",comcast,No,Yes
ORP 10,ORP 10- B,Secondary,HiLight Internet,500.0M x 500.0M,75.00,38.100.219.222,HiLight Internet,38.100.219.222,"PSINet,",Comcast Workplace,96.76.121.5,Comcast,WAN1,hilight,"psinet,",comcast,No,No
ORP 11,ORP 11,Primary,Comcast Workplace,300.0M x 30.0M,175.56,50.214.77.149,Comcast Workplace,10.1.10.142,Private IP,VZW Cell,192.168.0.151,Private IP,WAN1,comcast,private,private,No,No
ORP 12,ORP 12,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.196.2.241,Comcast Workplace,50.196.2.241,Comcast,AT&T Cell,107.84.136.134,AT&T,WAN1,comcast,comcast,at&t,Yes,No
PAC 01,PAC 01,Primary,Breezeline,300.0M x 30.0M,169.99,72.28.198.15,Comcast Workplace,50.244.251.229,Comcast Cable Communications,Breezeline,72.28.198.15,Breezeline,WAN2,breezeline,comcast,breezeline,No,Yes
PAC 01,PAC 01 -B,Secondary,Comcast Workplace,300.0M x 30.0M,175.56,50.244.251.229,Comcast Workplace,50.244.251.229,Comcast Cable Communications,Breezeline,72.28.198.15,Breezeline,WAN1,comcast,comcast,breezeline,Yes,No
PAN 01,PAN 01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.186.72.13,Comcast Workplace,50.186.72.13,Comcast,VZW Cell,192.168.0.151,Private IP,WAN1,comcast,comcast,private,Yes,No
PAN 02,PAN 02,Primary,EB2-Penteledata Cable,300.0M x 30.0M,304.00,NaN,EB2-Penteledata Cable,66.152.135.50,EarthLink,VZW Cell,192.168.0.151,Private IP,WAN1,eb2-penteledata,earthlink,private,No,No
PAP 01,PAP 01,Primary,EB2-RCN Cable,250.0M x 15.0M,360.00,216.164.196.131,EB2-RCN Cable,216.164.196.131,RCN,PenTeleData House Account,24.229.153.75,PenTeleData House Account,WAN1,eb2-rcn,rcn,penteledata,No,No
PAP 01,PAP 01- B,Secondary,EB2-Penteledata Cable,200.0M x 25.0M,196.00,24.229.69.5,EB2-RCN Cable,216.164.196.131,RCN,PenTeleData House Account,24.229.153.75,PenTeleData House Account,No Match,eb2-penteledata,rcn,penteledata,No,No
PAP 02,PAP 02,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.251.53.21,Comcast Workplace,50.251.53.21,Comcast,,,,WAN1,comcast,comcast,,Yes,No
PAW 01,PAW 01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.248.77.209,Comcast Workplace,50.248.77.209,Comcast,Digi,192.168.2.142,Private IP,WAN1,comcast,comcast,private,Yes,No
PAW 02,PAW 02,Primary,Comcast Workplace,600.0M x 35.0M,234.45,71.27.80.173,Comcast Workplace,71.27.80.173,Comcast,VZW Cell,192.168.0.152,Private IP,WAN1,comcast,comcast,private,Yes,No
SCA 01,SCA 01,Primary,Breezeline (Formerly Atlantic Broadband),500.0M x 40.0M,212.99,72.28.166.48,Breezeline (Formerly Atlantic Broadband),72.28.166.48,"Atlantic Broadband, LLC",AT&T Broadband II,75.52.169.41,AT&T,WAN1,breezeline,atlantic,at&t,No,No
SCA 01,SCA 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,75.52.169.41,Breezeline (Formerly Atlantic Broadband),72.28.166.48,"Atlantic Broadband, LLC",AT&T Broadband II,75.52.169.41,AT&T,WAN2,at&t,atlantic,at&t,No,Yes
SCC 01,SCC 01,Primary,Spectrum,600.0M x 35.0M,244.45,144.253.8.134,Spectrum,144.253.8.134,Charter Communications,AT&T Broadband II,45.23.85.73,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
SCC 01,SCC 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,45.23.85.73,Spectrum,144.253.8.134,Charter Communications,AT&T Broadband II,45.23.85.73,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
SCC 02,SCC 02,Primary,Spectrum,600.0M x 35.0M,244.45,47.46.230.78,AT&T Broadband II,68.75.70.137,AT&T,Spectrum,47.46.230.78,Charter Communications,WAN2,spectrum,at&t,spectrum,No,Yes
SCC 02,SCC 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,68.75.70.137,AT&T Broadband II,68.75.70.137,AT&T,Spectrum,47.46.230.78,Charter Communications,WAN1,at&t,at&t,spectrum,Yes,No
SCC 03,SCC 03,Primary,Comporium Com DDSL,1000.0M x 35.0M,600.00,68.235.226.162,Comporium Com DDSL,100.68.218.12,Internet Assigned Numbers Authority,Digi,192.168.2.212,Private IP,WAN1,comporium,internet,private,No,No
SCC 04,SCC 04,Primary,Spectrum,600.0M x 35.0M,244.45,144.253.17.22,Spectrum,144.253.17.22,Charter Communications,AT&T Broadband II,45.23.86.25,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
SCC 04,SCC 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,45.23.86.25,Spectrum,144.253.17.22,Charter Communications,AT&T Broadband II,45.23.86.25,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
SCC 05,SCC 05,Primary,Spectrum,600.0M x 35.0M,244.45,156.19.61.102,Spectrum,156.19.61.102,Charter Communications,AT&T Broadband II,68.75.68.89,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
SCC 05,SCC 05 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,68.75.68.89,Spectrum,156.19.61.102,Charter Communications,AT&T Broadband II,68.75.68.89,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
SCC 06,SCC 06,Primary,Spectrum,600.0M x 35.0M,244.45,173.95.231.94,Spectrum,173.95.231.94,Charter Communications,AT&T Broadband II,108.241.223.65,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
SCC 06,SCC 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.241.223.65,Spectrum,173.95.231.94,Charter Communications,AT&T Broadband II,108.241.223.65,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
SCC 07,SCC 07,Primary,Spectrum,600.0M x 35.0M,244.45,70.60.121.234,Spectrum,70.60.121.234,Charter Communications,Comporium Com DIA,68.235.232.245,"Comporium,",WAN1,spectrum,spectrum,"comporium,",Yes,No
SCC 07,SCC 07- B,Secondary,Comporium Com DIA,400.0M x 400.0M,189.99,68.235.232.245,Spectrum,70.60.121.234,Charter Communications,Comporium Com DIA,68.235.232.245,"Comporium,",WAN2,comporium,spectrum,"comporium,",No,No
SCC 08,SCC 08,Primary,Spectrum,600.0M x 35.0M,172.23,173.42.5.178,Spectrum,173.42.5.178,Charter Communications,EB2-Windstream Fiber,66.217.75.134,Windstream Communications LLC,WAN1,spectrum,spectrum,windstream,Yes,No
SCC 08,SCC 08 -B,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,209.00,66.217.75.134,Spectrum,173.42.5.178,Charter Communications,EB2-Windstream Fiber,66.217.75.134,Windstream Communications LLC,WAN2,windstream,spectrum,windstream,No,Yes
SCC 09,SCC 09,Primary,Spectrum,600.0M x 35.0M,172.23,173.42.23.254,Spectrum,173.42.23.254,Charter Communications,Comporium Com,208.104.208.71,Rock Hill Telephone Company,WAN1,spectrum,spectrum,rock,Yes,No
SCC 09,SCC 09- B,Secondary,Comporium Com,400.0M x 10.0M,170.00,208.104.208.71,Spectrum,173.42.23.254,Charter Communications,Comporium Com,208.104.208.71,Rock Hill Telephone Company,WAN2,comporium,spectrum,rock,No,No
SCC 10,SCC 10,Primary,Spectrum,600.0M x 35.0M,244.45,156.19.56.210,Spectrum,156.19.56.210,Charter Communications,AT&T Broadband II,45.23.85.129,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
SCC 10,SCC 10 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,45.23.85.129,Spectrum,156.19.56.210,Charter Communications,AT&T Broadband II,45.23.85.129,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
SCC 11,SCC 11,Primary,Spectrum,600.0M x 35.0M,172.23,96.10.89.218,Spectrum,96.10.89.218,Charter Communications,AT&T Broadband II,76.232.58.49,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
SCC 11,SCC 11 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.232.58.49,Spectrum,96.10.89.218,Charter Communications,AT&T Broadband II,76.232.58.49,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
SCC 12,SCC 12,Primary,Spectrum,600.0M x 35.0M,172.23,173.42.94.246,Spectrum,173.42.94.246,Charter Communications,AT&T Broadband II,108.246.192.81,AT&T,WAN1,spectrum,spectrum,at&t,Yes,No
SCC 12,SCC 12 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.246.192.81,Spectrum,173.42.94.246,Charter Communications,AT&T Broadband II,108.246.192.81,AT&T,WAN2,at&t,spectrum,at&t,No,Yes
