Site Name,Circuit Purpose,Status,IP Address,Circuits Table Provider,Circuits Table Speed,Enriched Network Name,Enriched Provider,Enriched Speed,DSR Provider,DSR Speed,Has Meraki Notes,Notes Preview
UTS 16,Secondary,Enabled,65.100.251.161,EB2-Lumen DSL,100.0M x 10.0M,UTS 16,DSR CLink,100.0M x 10.0M,EB2-Lumen DSL,100.0M x 10.0M,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
DSR CLink
100.0M x 10.0M..."
UTS 17,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,UTS 17,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Verizon Business..."
UTS 17,Secondary,No Service Available,NaN,NSA ,100.0M x 10.0M,UTS 17,Verizon Business,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Verizon Business..."
UTS 18,Primary,Enabled,50.73.40.245,Comcast Workplace,750.0M x 35.0M,UTS 18,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
UTS 18,Secondary,Enabled,65.100.242.121,EB2-Centurylink DSL,100.0M x 10.0M,UTS 18,EB2-Centurylink DSL,100.0M x 10.0M,EB2-Centurylink DSL,100.0M x 10.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
UTS 19,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,UTS 19,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
UTS 19,Secondary,No Service Available,NaN,NSA,,UTS 19,VZW Cell,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
UTS 20,Primary,Enabled,173.8.88.141,Comcast Workplace,300.0M x 25.0M,UTS 20,Comcast Workplace,250.0M x 25.0M,Comcast Workplace,300.0M x 25.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 25.0M
WAN 2
First Digital
Cell..."
UTS 20,Secondary,Enabled,50.188.140.161,First Digital,500.0M x 35.0M,UTS 20,First Digital,Cell,First Digital,500.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 25.0M
WAN 2
First Digital
Cell..."
UTS 21,Primary,Enabled,50.79.70.81,Comcast Workplace,750.0M x 35.0M,UTS 21,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Verizon Business..."
UTS 21,Secondary,No Service Available,NaN,NSA,,UTS 21,Verizon Business,Cell,,,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Verizon Business..."
UTS 22,Primary,Enabled,69.163.69.129,Centracom,500.0M x 500.0M,UTS 22,Centracom,500.0M x 500.0M,Centracom,500.0M x 500.0M,Yes,"WAN 1
Centracom
500.0M x 500.0M
WAN 2
CenturyLink
60.0M x 5.0M..."
UTS 22,Secondary,Enabled,67.40.102.73,CenturyLink/Qwest,60.0M x 5.0M,UTS 22,CenturyLink,60.0M x 5.0M,CenturyLink/Qwest,60.0M x 5.0M,Yes,"WAN 1
Centracom
500.0M x 500.0M
WAN 2
CenturyLink
60.0M x 5.0M..."
UTS 23,Primary,Enabled,50.255.206.137,Comcast Workplace,750.0M x 35.0M,UTS 23,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Digi
Cell..."
UTS 23,Secondary,Order Canceled,NaN,NaN,,UTS 23,Digi,Cell,,,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Digi
Cell..."
UTS 24,Primary,Enabled,50.255.207.237,Comcast Workplace,600.0M x 35.0M,UTS 24,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,600.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Spanish Fork Community Network
1000.0M x 1000.0M..."
UTS 24,Secondary,Enabled,NaN,Spanish Fork Community Network,1000.0M x 1000.0M,UTS 24,Spanish Fork Community Network,1000.0M x 1000.0M,Spanish Fork Community Network,1000.0M x 1000.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Spanish Fork Community Network
1000.0M x 1000.0M..."
UTS 25,Primary,Enabled,50.252.142.41,Comcast Workplace,750.0M x 35.0M,UTS 25,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
Centracom
100.0M x 40.0M..."
UTS 25,Secondary,Enabled,69.163.66.31,Centracom,100.0M x 40.0M,UTS 25,Centracom,100.0M x 40.0M,Centracom,100.0M x 40.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
Centracom
100.0M x 40.0M..."
UTS 26,Primary,No Service Available,NaN,NSA,,UTS 26,Infowest Inc,250.0 M,,,Yes,"WAN 1
Infowest Inc
250.0M x 250.0M
WAN 2
VZW Cell
Cell..."
UTS 26,Secondary,Enabled,209.33.214.82,Infowest Inc,250.0M x 250.0M,UTS 26,VZW Cell,Cell,Infowest Inc,250.0M x 250.0M,Yes,"WAN 1
Infowest Inc
250.0M x 250.0M
WAN 2
VZW Cell
Cell..."
UTS W02,Primary,Order Canceled,NaN,NaN,,UTS W02,DSR Comcast Cable,600.0 M,,,Yes,"WAN 1
DSR Comcast Cable
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
UTS W02,Secondary,Order Canceled,NaN,Comcast Workplace,500.0M x 30.0M,UTS W02,VZW Cell,Cell,,,Yes,"WAN 1
DSR Comcast Cable
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
UTS 00,Primary,Enabled,209.66.104.34,Zayo Communications,100.0M x 100.0M,UTS_00,Discount Tire - UTS 00,,Zayo Communications,100.0M x 100.0M,Yes,"WAN 1
Discount Tire - UTS 00
WAN 2
VZW Cell
Cell..."
VAB 01,Primary,Enabled,24.216.21.74,Spectrum,750.0M x 35.0M,VAB 01,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Verizon Business..."
VAB 01,Secondary,No Service Available,NaN,NSA,,VAB 01,Verizon Business,Cell,,,Yes,"WAN 1
Spectrum
600.0M x 35.0M
WAN 2
Verizon Business..."
VAB 02,Primary,Enabled,174.73.77.11,Cox Business/BOI,300.0M x 30.0M,VAB 02,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
Digi
Cell..."
VAB 02,Secondary,Pre Wiring Date Set,NaN,Segra,200.0M x 200.0M,VAB 02,Digi,Cell,,,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
Digi
Cell..."
VAB 03,Primary,Enabled,173.50.103.27,Verizon FIOS,500.0M x 500.0M,VAB 03,Verizon FIOS,500.0M x 500.0M,Verizon FIOS,500.0M x 500.0M,Yes,"WAN 1
Verizon FIOS
500.0M x 500.0M
WAN 2
DSR Cox Cable
300.0M x 30.0M..."
VAB 03,Secondary,Enabled,70.168.213.210,Cox Business/BOI,300.0M x 50.0M,VAB 03,DSR Cox Cable,300.0M x 30.0M,Cox Business/BOI,300.0M x 50.0M,Yes,"WAN 1
Verizon FIOS
500.0M x 500.0M
WAN 2
DSR Cox Cable
300.0M x 30.0M..."
VAB 04,Primary,Enabled,96.225.166.41,Verizon FIOS,500.0M x 500.0M,VAB 04,Verizon FIOS,500.0M x 500.0M,Verizon FIOS,500.0M x 500.0M,Yes,"WAN 1
Verizon FIOS
500.0M x 500.0M
WAN 2
Digi
Cell..."
VAB 04,Secondary,Jeopardy,NaN,Cox Business/BOI,300.0M x 30.0M,VAB 04,Digi,Cell,,,Yes,"WAN 1
Verizon FIOS
500.0M x 500.0M
WAN 2
Digi
Cell..."
VAB 05,Primary,Enabled,174.73.65.62,Cox Business/BOI,300.0M x 30.0M,VAB 05,Cox Communications,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
VAB 05,Secondary,Customer Action Required,NaN,Segra,200.0M x 200.0M,VAB 05,Digi,Cell,,,Yes,"WAN 1
Cox Communications
300.0M x 30.0M
WAN 2
Digi
Cell..."
VAB 06,Primary,Enabled,184.189.19.70,Cox Business/BOI,300.0M x 30.0M,VAB 06,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Verizon Fiber
300.0M x 300.0M..."
VAB 06,Secondary,Enabled,71.251.189.57,EB2-Verizon Fiber,300.0M x 300.0M,VAB 06,EB2-Verizon Fiber,300.0M x 300.0M,EB2-Verizon Fiber,300.0M x 300.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
EB2-Verizon Fiber
300.0M x 300.0M..."
VAB 07,Primary,Enabled,173.50.103.34,Verizon FIOS  ,500.0M x 500.0M,VAB 07,Verizon FIOS,500.0M x 500.0M,Verizon FIOS  ,500.0M x 500.0M,Yes,"WAN 1
Verizon FIOS
500.0M x 500.0M
WAN 2
Cox Business BOI
300.0M x 50.0M..."
VAB 07,Secondary,Enabled,174.79.196.246,Cox Business/BOI,300.0M x 50.0M,VAB 07,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 50.0M,Yes,"WAN 1
Verizon FIOS
500.0M x 500.0M
WAN 2
Cox Business BOI
300.0M x 50.0M..."
VAB 08,Primary,Enabled,174.73.73.147,Cox Business/BOI,300.0M x 30.0M,VAB 08,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
VAB 08,Secondary,Customer Action Required,NaN,Metronet,300.0M x 300.0M,VAB 08,VZW Cell,Cell,,,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
VAB 09,Primary,Enabled,184.189.27.67,Cox Business/BOI,300.0M x 30.0M,VAB 09,Cox Business/BOI,300.0M x 30.0M,Cox Business/BOI,300.0M x 30.0M,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
Accelerated..."
VAB 09,Secondary,No Service Available,NaN,NSA,,VAB 09,Accelerated,Cell,,,Yes,"WAN 1
Cox Business BOI
300.0M x 30.0M
WAN 2
Accelerated..."
VAF 02,Primary,Enabled,70.89.233.61,Comcast Workplace,750.0M x 35.0M,VAF 02,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
Starlink
Satellite..."
VAF 02,Secondary,No Service Available,NaN,NSA,100.0M x 100.0M,VAF 02,Starlink,Satellite,,,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
Starlink
Satellite..."
VAR 01,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,VAR 01,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
VAR 01,Secondary,No Service Available,NaN,NSA,,VAR 01,VZW Cell,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
VAR 02,Primary,Enabled,23.25.122.237,Comcast Workplace,250.0M x 25.0M,VAR 02,Comcast Workplace,200.0M x 20.0M,Comcast Workplace,250.0M x 25.0M,Yes,"WAN 1
Comcast Workplace
200.0M x 20.0M
WAN 2
VZ Gateway IMEI 356405432149137..."
VAR 02,Secondary,Order Cancellation Pending,NaN,Segra,100.0M x 100.0M,VAR 02,VZ Gateway IMEI 356405432149137,,,,Yes,"WAN 1
Comcast Workplace
200.0M x 20.0M
WAN 2
VZ Gateway IMEI 356405432149137..."
VAR 03,Primary,Enabled,50.211.36.105,Comcast Workplace,300.0M x 30.0M,VAR 03,EB2-Verizon Fiber,300.0M x 30.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
EB2-Verizon Fiber
300.0M x 300.0M
WAN 2
Comcast Workplace
300.0M x 30.0M..."
VAR 03,Secondary,Enabled,71.251.226.20,EB2-Verizon Fiber,300.0M x 300.0M,VAR 03,Comcast Workplace,300.0M x 300.0M,EB2-Verizon Fiber,300.0M x 300.0M,Yes,"WAN 1
EB2-Verizon Fiber
300.0M x 300.0M
WAN 2
Comcast Workplace
300.0M x 30.0M..."
VAR 04,Primary,Enabled,50.211.50.13,Comcast Workplace,750.0M x 35.0M,VAR 04,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
VAR 04,Secondary,Customer Action Required,NaN,Crown Castle Fiber,300.0M x 300.0M,VAR 04,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
VZW Cell
Cell..."
VAR 05,Primary,Enabled,108.4.93.83,EB2-Verizon Fiber,500.0M x 500.0M,VAR 05,EB2-Verizon Fiber,500.0M x 500.0M,EB2-Verizon Fiber,500.0M x 500.0M,Yes,"WAN 1
EB2-Verizon Fiber
500.0M x 500.0M
WAN 2
Comcast Workplace
500.0M x 30.0M..."
VAR 05,Secondary,Enabled,50.242.41.145,Comcast Workplace,500.0M x 30.0M,VAR 05,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,500.0M x 30.0M,Yes,"WAN 1
EB2-Verizon Fiber
500.0M x 500.0M
WAN 2
Comcast Workplace
500.0M x 30.0M..."
VAR 06,Primary,Enabled,96.82.4.41,Comcast Workplace,750.0M x 35.0M,VAR 06,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Accelerated..."
VAR 06,Secondary,Order Cancellation Pending,NaN,Segra,200.0M x 200.0M,VAR 06,Accelerated,Cell,,,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
Accelerated..."
VAR 07,Primary,Enabled,71.24.36.21,Comcast Workplace,300.0M x 30.0M,VAR 07,Comcast Workplace,250.0M x 25.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
VAR 07,Secondary,No Service Available,NaN,NSA,,VAR 07,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
VAR 00,Primary,Enabled,50.210.2.145,Comcast Workplace,750.0M x 35.0M,VAR_00,Comcast,600.0 M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast
600.0M x 35.0M
WAN 2
Digi
Cell..."
VAR 00,Secondary,No Service Available,NaN,NSA,,VAR_00,Digi,Cell,,,Yes,"WAN 1
Comcast
600.0M x 35.0M
WAN 2
Digi
Cell..."
VAT 01,Primary,Enabled,137.27.57.174,Spectrum,750.0M x 35.0M,VAT 01,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
Point Broadband
300.0M x 300.0M..."
VAT 01,Secondary,Enabled,216.184.81.223,Point Broadband,300.0M x 300.0M,VAT 01,Point Broadband,300.0M x 300.0M,Point Broadband,300.0M x 300.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
Point Broadband
300.0M x 300.0M..."
VAW 01,Primary,Enabled,50.184.133.5,Comcast Workplace,300.0M x 30.0M,VAW 01,Lumos Networks,300.0M x 30.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
Lumos Networks
500.0M x 500.0M
WAN 2
Comcast Workplace
300.0M x 30.0M..."
VAW 01,Secondary,Enabled,67.211.133.46,Lumos Networks,500.0M x 500.0M,VAW 01,Comcast Workplace,500.0M x 500.0M,Lumos Networks,500.0M x 500.0M,Yes,"WAN 1
Lumos Networks
500.0M x 500.0M
WAN 2
Comcast Workplace
300.0M x 30.0M..."
VAW 02,Primary,Enabled,70.182.217.41,Cox Business/BOI,1000.0M x 50.0M,VAW 02,Cox Business/BOI,1000.0M x 50.0M,Cox Business/BOI,1000.0M x 50.0M,Yes,"WAN 1
Cox Business/BOI
1000.0M x 50.0M
WAN 2
AT&T Enterprises, LLC..."
VAW 02,Secondary,Order Cancellation Pending,NaN,Segra,200.0M x 200.0M,VAW 02,"AT&T Enterprises, LLC",,,,Yes,"WAN 1
Cox Business/BOI
1000.0M x 50.0M
WAN 2
AT&T Enterprises, LLC..."
VAW 03,Primary,Enabled,70.89.235.5,Comcast Workplace,750.0M x 35.0M,VAW 03,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
VZW Cell
Cell..."
VAW 03,Secondary,No Service Available,NaN,NSA,,VAW 03,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
VZW Cell
Cell..."
VAW 04,Primary,Jeopardy,74.94.209.153,Comcast Workplace,,VAW 04,,,,,Yes,NEW STORE NOT SET UP...
VAW 04,Primary,Order Canceled,NaN,Comcast Workplace,750.0M x 35.0M,VAW 04,,,,,Yes,NEW STORE NOT SET UP...
VAW 04,Secondary,Order Cancellation Pending,nan,Segra,Satellite,VAW 04,,,,,Yes,NEW STORE NOT SET UP...
WAE 01,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,WAE 01,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Verizon Business..."
WAE 01,Secondary,Order Canceled,NaN,EB2-Lumen DSL,140.0M x 20.0M,WAE 01,Verizon Business,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Verizon Business..."
WAE 02,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,WAE 02,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 300.0M
WAN 2
Verizon Business..."
WAE 02,Secondary,No Service Available,NaN,NSA,,WAE 02,Verizon Business,Cell,,,Yes,"WAN 1
Comcast
300.0M x 300.0M
WAN 2
Verizon Business..."
WAE 03,Primary,Enabled,97.90.49.166,Spectrum,750.0M x 35.0M,WAE 03,Spectrum,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
Pocketinet Communications
100.0M x 100.0M..."
WAE 03,Secondary,Enabled,66.119.203.174,Pocketinet Communications,100.0M x 100.0M,WAE 03,Pocketinet Communications,100.0M x 100.0M,Pocketinet Communications,100.0M x 100.0M,Yes,"WAN 1
Spectrum
750.0M x 35.0M
WAN 2
Pocketinet Communications
100.0M x 100.0M..."
WAE 04,Primary,Enabled,156.19.242.226,Spectrum,750.0M x 35.0M,WAE 04,EB2-Ziply Fiber,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
EB2-Ziply Fiber
500.0M x 500.0M
WAN 2
Spectrum
750.0M x 35.0M..."
WAE 04,Secondary,Enabled,NaN,EB2-Ziply Fiber,500.0M x 500.0M,WAE 04,Spectrum,500.0M x 500.0M,EB2-Ziply Fiber,500.0M x 500.0M,Yes,"WAN 1
EB2-Ziply Fiber
500.0M x 500.0M
WAN 2
Spectrum
750.0M x 35.0M..."
WAS 01,Primary,Enabled,173.160.151.13,Comcast Workplace,750.0M x 35.0M,WAS 01,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Ziply Fiber
1000.0M x 1000.0M..."
WAS 01,Secondary,Enabled,50.106.5.38,EB2-Ziply Fiber,1000.0M x 1000.0M,WAS 01,EB2-Ziply Fiber,1000.0M x 1000.0M,EB2-Ziply Fiber,1000.0M x 1000.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
EB2-Ziply Fiber
1000.0M x 1000.0M..."
WAS 02,Primary,Enabled,74.95.126.153,Comcast Workplace,300.0M x 25.0M,WAS 02,Comcast Workplace,250.0M x 25.0M,Comcast Workplace,300.0M x 25.0M,Yes,"WAN 1
Comcast Workplace
250.0M x 25.0M
WAN 2
Accelerated..."
WAS 02,Secondary,No Service Available,NaN,NSA,,WAS 02,Accelerated,Cell,,,Yes,"WAN 1
Comcast Workplace
250.0M x 25.0M
WAN 2
Accelerated..."
WAS 03,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,WAS 03,Comcast,,,,Yes,"WAN 1
Comcast
WAN 2
VZW Cell
Cell..."
WAS 03,Secondary,Order Canceled,NaN,NaN,,WAS 03,VZW Cell,Cell,,,Yes,"WAN 1
Comcast
WAN 2
VZW Cell
Cell..."
WAS 04,Primary,Enabled,67.135.214.202,Centurylink Fiber-Plus,500.0M x 500.0M,WAS 04,CenturyLink,500.0M x 500.0M,Centurylink Fiber-Plus,500.0M x 500.0M,Yes,"WAN 1
CenturyLink
500.0M x 500.0M
WAN 2
Digi
Cell..."
WAS 04,Secondary,No Service Available,NaN,NSA,,WAS 04,Digi,Cell,,,Yes,"WAN 1
CenturyLink
500.0M x 500.0M
WAN 2
Digi
Cell..."
WAS 05,Primary,Construction In Progress,NaN,Comcast Workplace,750.0M x 35.0M,WAS 05,VZW Cell,Cell,,,Yes,"WAN 1
Starlink Serial #: KITP00174439 
WAN 2
VZW Cell
..."
WAS 05,Secondary,Order Canceled,NaN,Comcast Fiber,100.0M x 100.0M,WAS 05,- Accelerated AT&T,,,,Yes,"WAN 1
Starlink Serial #: KITP00174439 
WAN 2
VZW Cell
..."
WAS 06,Primary,Enabled,65.141.56.50,CenturyLink Fiber Plus,500.0M x 500.0M,WAS 06,CenturyLink,500.0M x 500.0M,CenturyLink Fiber Plus,500.0M x 500.0M,Yes,"WAN 1
CenturyLink
500.0M x 500.0M
WAN 2
Digi
Cell..."
WAS 06,Secondary,No Service Available,NaN,NSA,,WAS 06,Digi,Cell,,,Yes,"WAN 1
CenturyLink
500.0M x 500.0M
WAN 2
Digi
Cell..."
WAS 08,Primary,Enabled,173.160.194.57,Comcast Workplace,500.0M x 30.0M,WAS 08,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,500.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
WAS 08,Secondary,Order Canceled,NaN,LightCurve (formerly Rainier Connect ),500.0M x 10.0M,WAS 08,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
WAS 09,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,WAS 09,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
WAS 09,Secondary,No Service Available,NaN,NSA,,WAS 09,Digi,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
WAS 11,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,WAS 11,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
WAS 11,Secondary,Order Canceled,NaN,NaN,,WAS 11,Digi,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
WAS 12,Primary,No Service Available,NaN,NSA,,WAS 12,Starlink,Satellite,,,Yes,"WAN 1
Starlink
Satellite
WAN 2
Digi
Cell..."
WAS 12,Secondary,No Service Available,NaN,NSA,,WAS 12,Digi,Cell,,,Yes,"WAN 1
Starlink
Satellite
WAN 2
Digi
Cell..."
WAS 13,Primary,Enabled,23.25.131.237,Comcast Workplace,750.0M x 35.0M,WAS 13,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
Astound
300.0M x 300.0M..."
WAS 13,Secondary,Enabled,208.52.90.94,Astound,300.0M x 300.0M,WAS 13,Astound,300.0M x 300.0M,Astound,300.0M x 300.0M,Yes,"WAN 1
Comcast Workplace
750.0M x 35.0M
WAN 2
Astound
300.0M x 300.0M..."
WAS 14,Primary,Information/Approval Needed From Sponsor,NaN,NaN,,WAS 14,Comcast,300.0 M,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
WAS 14,Secondary,No Service Available,NaN,NSA,80.0M x 10.0M,WAS 14,Digi,Cell,,,Yes,"WAN 1
Comcast
300.0M x 30.0M
WAN 2
Digi
Cell..."
WAS 15,Primary,Enabled,50.191.24.1,Comcast Workplace,500.0M x 35.0M,WAS 15,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,500.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
STARLINK Connection..."
WAS 15,Secondary,No Service Available,NaN,NSA,300.0M x 300.0M,WAS 15,\STARLINK Connection,Satellite,,,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
STARLINK Connection..."
WAS 17,Primary,Enabled,50.210.40.229,Comcast Workplace,750.0M x 35.0M,WAS 17,Comcast Workplace,600.0M x 35.0M,Comcast Workplace,750.0M x 35.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
EB2-Ziply Fiber | NAM Fiber |
500.0M x 500.0M..."
WAS 17,Secondary,Enabled,50.106.13.217,EB2-Ziply Fiber,500.0M x 500.0M,WAS 17,EB2-Ziply Fiber | NAM Fiber |,500.0M x 500.0M,EB2-Ziply Fiber,500.0M x 500.0M,Yes,"WAN 1
Comcast Workplace
600.0M x 35.0M
WAN 2
EB2-Ziply Fiber | NAM Fiber |
500.0M x 500.0M..."
WAS 18,Primary,Enabled,68.185.54.210,Spectrum,750.0M x 35.0M,WAS 18,LocalTel,600.0M x 35.0M,Spectrum,750.0M x 35.0M,Yes,"WAN 1
LocalTel
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
WAS 18,Secondary,Enabled,NaN,LocalTel,1000.0M x 1000.0M,WAS 18,Spectrum,1000.0M x 1000.0M,LocalTel,1000.0M x 1000.0M,Yes,"WAN 1
LocalTel
1000.0M x 1000.0M
WAN 2
Spectrum
750.0M x 35.0M..."
WAS 19,Primary,Enabled,50.78.41.173,Comcast Workplace,300.0M x 30.0M,WAS 19,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,300.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
WAS 19,Secondary,Enabled,63.231.55.129,EB2-Centurylink DSL,100.0M x 10.0M,WAS 19,EB2-Centurylink DSL,100.0M x 10.0M,EB2-Centurylink DSL,100.0M x 10.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
EB2-Centurylink DSL
100.0M x 10.0M..."
WAS 20,Primary,Enabled,50.78.171.129,Comcast Workplace,500.0M x 30.0M,WAS 20,Comcast Workplace,300.0M x 30.0M,Comcast Workplace,500.0M x 30.0M,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
WAS 20,Secondary,No Service Available,NaN,NSA,300.0M x 300.0M,WAS 20,VZW Cell,Cell,,,Yes,"WAN 1
Comcast Workplace
300.0M x 30.0M
WAN 2
VZW Cell
Cell..."
